Pregunta,Respuesta
"¿Qué sucede si un estudiante se retira de una asignatura en UTEC por tercera vez?","No se permite retirarse de asignaturas de las que se haya retirado en dos oportunidades anteriores."
"¿Cómo se gestiona el retiro del ciclo académico en UTEC?","El retiro del ciclo académico se realiza con consecuencias académicas y económicas, y se permite hasta en dos oportunidades durante la carrera."
"¿Qué es la reserva de matrícula en UTEC?","Es la condición otorgada automáticamente cuando un estudiante no se matricula o se retira, permitiendo acceso limitado a instalaciones y servicios de UTEC."
"¿Cómo se realiza la incorporación de asignaturas en UTEC?","Los estudiantes pueden incorporar asignaturas a su matrícula durante las fechas de la matrícula complementaria, sujeto a la existencia de vacantes."
"¿Qué implica el retiro de UTEC para un estudiante?","El retiro de UTEC es la solicitud formal de retiro definitivo del estudiante, perdiendo todos los derechos como estudiante de la universidad."
"¿Qué es el abandono según el reglamento de UTEC?","El abandono ocurre cuando un estudiante deja de asistir a clases o rendir evaluaciones sin haber obtenido una aceptación formal de retiro, llevando a la desaprobación."
"¿Cuántos ciclos académicos tiene el año académico en UTEC?","El año académico en UTEC se compone de dos ciclos académicos regulares y puede incluir un ciclo académico extraordinario."
"¿Cómo se define el ciclo académico extraordinario en UTEC?","Es un ciclo que se ofrece entre enero a marzo, donde se dictan asignaturas que completen el número mínimo de matriculados requerido."
"¿Cuáles son los criterios para la convalidación de asignaturas en UTEC?","La convalidación se basa en el cumplimiento de un creditaje similar y al menos el 75% de los temas del sílabo de UTEC o mediante un examen de competencias."
"¿Qué establece el Artículo 17° sobre la asistencia en UTEC?","La asistencia a clases presenciales, tutorías, laboratorios y otras actividades académicas es muy importante, y el estudiante debe asistir de manera continua."
"¿Cómo se define un crédito académico según el Reglamento Académico de UTEC?","Un crédito académico equivale a dieciséis horas lectivas de teoría y el doble de prácticas, según lo estipulado en el Reglamento del Sistema del Crédito Académico de UTEC."
"¿Qué criterios se aplican para la convalidación de asignaturas en UTEC?","La convalidación se basa en la presentación del sílabo certificado de la asignatura aprobada en otra institución, y debe cumplir con un creditaje similar y al menos el 75% de los temas del sílabo de UTEC."
"¿Cuáles son las condiciones para obtener el grado académico de bachiller en UTEC?","Para obtener el grado de bachiller, el estudiante debe haber adquirido la condición de egresado y cumplir con los requisitos establecidos en el Reglamento de Grados y Títulos."
"¿Qué se requiere para obtener el título profesional en UTEC?","Para obtener el título profesional, se necesita haber obtenido el grado de bachiller y aprobar la sustentación de una tesis, además de cumplir con los requisitos establecidos en el Reglamento de Grados y Títulos."
"¿Cómo se maneja el retiro de asignaturas en UTEC?","El retiro de asignaturas es un procedimiento formal que el estudiante puede realizar, con consecuencias académicas y económicas."
"¿Qué implica el retiro del ciclo académico en UTEC?","El retiro del ciclo académico es un procedimiento formal que permite al estudiante retirarse del ciclo académico con las consecuencias académicas y económicas que ello implica."
"¿Cuál es el proceso de incorporación de asignaturas en UTEC?","La incorporación de asignaturas es un procedimiento que permite al estudiante añadir asignaturas a su matrícula durante las fechas de matrícula complementaria."
"¿Qué es el 'abandono' según el Reglamento Académico de UTEC?","El abandono se refiere a la situación donde un estudiante deja de asistir a clases, rendir evaluaciones o desarrollar actividades académicas sin haber obtenido una aceptación formal a su solicitud de retiro."
"¿Cuáles son los criterios para la convalidación de idioma inglés en UTEC?","UTEC puede convalidar los conocimientos del idioma inglés del estudiante según sus propios criterios internos."
"¿Cuál es el objeto del reglamento de becas?","Establece las condiciones y disposiciones que regulan el sistema de becas de pregrado de la Universidad de Ingeniería y Tecnología en sus diferentes modalidades de estudio."
"¿Quiénes deben cumplir con las disposiciones del reglamento de becas?","Las disposiciones deben ser cumplidas por los postulantes, estudiantes, personal administrativo y las autoridades de UTEC."
"¿Qué se entiende por 'Estudiante' según el reglamento?","Un estudiante es quien está matriculado en no menos de 12 créditos académicos en UTEC, sea bajo modalidad presencial, semipresencial o a distancia."
"¿Qué cubre la beca en términos de matrícula y pensión de estudios?","La beca puede constituir una exoneración total o parcial del valor de créditos académicos matriculados en el respectivo ciclo académico de pregrado en UTEC."
"¿Cómo se realiza el otorgamiento de la beca?","El otorgamiento de la beca se realiza de oficio o a pedido de parte, cumpliendo con las condiciones y requisitos establecidos por UTEC y/o los terceros donantes."
"¿Qué tipos de becas existen en UTEC?","En UTEC existen becas financiadas por la propia universidad y becas financiadas por terceros."
"¿Cómo se otorga la Beca UTEC?","La Beca UTEC se otorga a postulantes con rendimiento escolar sobresaliente, priorizando a aquellos con mayor necesidad económica."
"¿Qué cubre la Beca UTEC?","Cubre el 100% de la pensión de estudios y matrícula, tasas por conceptos académicos, y el pago por segunda vez de créditos académicos desaprobados o retirados hasta tres oportunidades."
"¿Qué es la Beca por Aprovechamiento y a quién se dirige?","Es una beca parcial del 25% de la pensión de estudios, dirigida a estudiantes con alto nivel académico, independientemente de su nivel económico."
"¿Qué requisitos debe cumplir un estudiante para mantener la Beca por Aprovechamiento?","El estudiante debe haber ocupado los dos primeros puestos de su carrera en un ciclo académico regular y tener un mínimo de 40 créditos académicos aprobados en UTEC."
"¿Qué es la Beca Integral y a quién se dirige?","La Beca Integral está dirigida a postulantes y/o estudiantes talentosos con bajos recursos económicos. Cubre los gastos de matrícula, pensión de estudios, y otros conceptos adicionales como manutención, alojamiento, y un pasaje anual al lugar de origen del estudiante."
"¿Qué beneficios adicionales ofrece la Beca Integral aparte de la cobertura de matrícula y pensión?","Además de cubrir matrícula y pensión, la Beca Integral ofrece un desembolso mensual para manutención, pago de enseñanza de inglés, alojamiento durante ciclos académicos, cobertura de pasaje anual al lugar de origen, seguro de salud, y una computadora portátil."
"¿Cuál es el criterio para mantener la Beca Integral?","Para mantener la Beca Integral, el estudiante debe cumplir con un promedio mínimo y no exceder el número permitido de asignaturas desaprobadas o retiradas. Además, debe cumplir con los deberes y obligaciones establecidos en el convenio o contrato con UTEC."
"¿Cómo se pierde la Beca Integral y qué sucede en ese caso?","La Beca Integral se pierde si el estudiante no cumple con los requisitos académicos o disciplinarios. En caso de pérdida, el estudiante debe devolver la computadora portátil y no podrá postular a otras becas en UTEC."
"¿Qué es la Beca Académica y a quién está dirigida?","La Beca Académica está dirigida a postulantes y estudiantes talentosos con bajos recursos económicos. Cubre matrícula, pensión de estudios, y otros gastos académicos, y puede ser total o parcial."
"¿Cómo se determina el plazo de cobertura de la Beca Académica para estudiantes?","El plazo de cobertura de la Beca Académica para estudiantes se determina según los ciclos académicos regulares que le falten para concluir sus estudios en UTEC, incluyendo la cobertura de ciclos académicos extraordinarios."
"¿Qué sucede si un estudiante con Beca Académica desea participar en un programa de intercambio?","Si un estudiante con Beca Académica desea participar en un programa de intercambio, debe obtener la aprobación previa de la Oficina de Bienestar Estudiantil. Los costos no académicos relacionados con el programa de intercambio no están cubiertos por la beca."
"¿Cuáles son las condiciones para perder la Beca Académica o Integral?","Un estudiante pierde la Beca Académica o Integral si no cumple con el promedio mínimo requerido, desaprueba o se retira de demasiadas asignaturas, o no cumple con la asistencia mínima en actividades de becados. Otras condiciones específicas también pueden aplicar."
"¿Qué es la Reserva de Beca y quiénes pueden solicitarla?","La Reserva de Beca permite a estudiantes con becas para postulantes financiadas por UTEC solicitar una pausa en su beca por motivos justificados. La aprobación de la reserva está sujeta a evaluación del Comité de Becas."
